lat,lon,id
57.982261942833674,27.575985764953124,0
54.83039748333114,21.89455835295876,1
59.17851443954083,24.58513097110649,2
57.21231346753319,24.173905937691043,3
55.4973095315795,23.13175406626476,4
59.58763230028393,25.78858755395371,5
57.294831221199196,22.592909300517892,6
53.61249546177554,27.238039464094133,7
54.635629039054635,22.802329281254302,8
56.63702820242517,20.779116976896407,9
58.95317647620508,24.588168132001975,10
55.3840996041212,26.886704245919667,11
53.77890480508698,27.230770223342166,12
53.986592841082945,22.07230468943004,13
54.179313295717236,23.583134012814156,14
59.439181365643975,24.78836649832788,15
59.34828569275721,24.450147589569525,16
55.854074202096555,27.704600963374382,17
56.049114780753015,23.501282125462573,18
56.78692023962783,27.214959036919737,19
59.35643787898776,26.556727775421038,20
58.83545605053373,22.553147543755056,21
55.83466139594177,22.14619516963826,22
58.77669455417827,22.406748380702453,23
54.8926466995064,26.220358099840997,24
57.89033562384707,26.963034821401074,25
54.11029187934928,20.5353462404514,26
55.3105977494158,23.068651827655422,27
59.66654861932078,20.77436520108641,28
58.55945662039737,24.96005488087433,29
57.72407261277373,26.02538656645396,30
54.68669549552813,27.342102996808773,31
58.6453154088429,23.52810506230744,32
58.12329278196826,24.098316314064807,33
55.546124897068445,23.73503754963168,34
56.202796390585746,24.50747088177108,35
56.56167582838241,24.263893475018964,36
53.57565410351293,25.627470938967495,37
58.18014622330749,23.79397144913456,38
57.407585681822006,23.568133142873723,39
57.25656208395886,27.659181526890297,40
54.943063634062874,23.122256579679693,41
59.4492388088979,28.071610886180668,42
58.96392198135206,23.694428545563134,43
57.72332892116831,27.162860300901208,44
59.62518022921053,25.709457592821245,45
59.45953523795387,26.207953131529944,46
53.72011514707997,24.344287204764807,47
59.12545314320544,22.68787720164933,48
56.400113508872124,23.16731633367811,49
54.904904958137514,22.61710094448492,50
57.195245279627215,22.00268103200065,51
56.87976152490781,23.97204189390428,52
57.60293218608741,20.595038164638005,53
54.34800932932266,21.812240622771395,54
58.43496226792381,27.79753018198005,55
58.67700849537481,24.257896637382082,56
58.48411593062874,24.538917578727762,57
56.93400047147103,20.88273651043034,58
59.04262873772029,25.665218626568652,59
54.640756997159485,28.02729054918253,60
58.055348969218215,22.675285253611328,61
57.96071765181569,23.480597959831837,62
58.210033955771806,24.773049946043315,63
59.697248317589775,22.731619196708273,64
57.4103125981196,21.281935988681248,65
54.7465564379422,26.66637434330829,66
56.987670597955066,25.260044186655534,67
57.650470616784226,20.69131645142045,68
54.337604079759124,27.69610044870687,69
55.82341261833696,26.652567585613376,70
56.79263083380044,21.937846696253157,71
58.319447700888524,24.730027274131732,72
56.146525377069864,25.96713374494202,73
54.247537241052704,26.215808409282154,74
58.75584658412582,20.701341302478486,75
56.897362660949206,23.087600225408572,76
58.98490377384805,25.71313988305242,77
57.379636068025036,27.552829256205634,78
54.901133029989126,23.42339064607824,79
56.99078774895144,22.562430700487678,80
56.16285020332084,23.947260020917906,81
58.52905959874571,23.14604378885287,82
54.64793170893087,23.300435473041546,83
55.16556937226073,25.690290669050455,84
59.208070113549525,23.909311591271113,85
58.74796751299113,21.43939893986145,86
54.501179884683324,24.666871911323835,87
56.25595303870466,25.519992203433308,88
58.16378164963058,22.526151809382974,89
58.58019265370712,24.555545365661676,90
56.070818586875475,26.136178353374067,91
57.323079618572585,22.169110726758287,92
57.17176456774869,23.52354579169066,93
58.58288036084375,21.334419678734896,94
54.947518242217704,26.639334182914986,95
59.66747893632399,24.05360330671282,96
57.16486202633246,27.992229566669515,97
58.49851691381363,21.456608761579943,98
53.756158974017055,22.145540864225513,99
57.94361765555061,21.862959356859754,100
59.46416611658291,23.542813807872044,101
58.697056334752304,25.32639986364797,102
56.70377433852243,25.497608676035064,103
54.814857840555675,26.30373082904066,104
59.07484666631304,20.614399939793927,105
56.389360343994554,27.315826039382657,106
58.71114830141125,27.073890859273476,107
56.021371761408524,27.41638373961068,108
58.13078325949195,23.67214505318554,109
54.17629334267473,26.832293596500396,110
59.117917130735215,23.195774232415108,111
57.39747935891186,23.800942411104415,112
57.06118044226939,25.007795456260784,113
54.86191726833149,27.63575007775745,114
57.66906250599434,25.232563190642967,115
53.82684945184038,27.74142391182673,116
53.84042819238244,25.765881260752774,117
53.72109896368778,22.750745912490085,118
54.784124965935426,21.184204027748347,119
56.58520675314518,24.35859029773428,120
57.725416007673914,22.74510587876166,121
55.655233134632105,21.180594898384708,122
58.18139659978546,23.672409053890405,123
59.49263827634596,27.569923561962693,124
58.20209391552534,24.28151788463979,125
58.91887699002399,27.051110697588964,126
57.566210945274946,20.650640585122492,127
59.34897717911179,24.52973292097677,128
54.11281260947521,24.408947506754874,129
58.44233109623048,26.069356902974274,130
58.67708382138663,25.057258619367033,131
57.56626614434357,22.877362453739224,132
55.19785948108554,24.188857609918475,133
58.97714677961895,20.79125819668931,134
56.16818461942301,21.966088818626325,135
56.7651619632943,24.990783134354885,136
55.944396869058274,27.780388140510812,137
57.53824827061834,22.845087258043016,138
56.34848493421021,26.44609835399337,139
54.10496109719829,23.560171252622442,140
56.90179799318874,23.516745277068495,141
55.07992077101248,20.66923119040237,142
56.17493804769485,27.077499417120094,143
59.47431961730741,25.037000281093448,144
53.64885317613061,21.599387244374142,145
54.860636540766315,27.973360143066497,146
55.052657989156124,25.466391691767843,147
53.71944130738545,24.952597538561854,148
54.639859776488635,21.9660176506156,149
57.242423261051364,24.004082734438864,150
54.72998290712269,26.128482801879688,151
55.459849175951966,27.486403506238045,152
55.50266257240067,24.584049579091886,153
54.54602940492283,24.80214944461666,154
58.12196662218097,21.591763080757875,155
57.144462773566204,27.265616966538474,156
56.81949893398311,27.078370667398225,157
55.95267809957336,23.96354657291537,158
58.35266141064244,21.091790544057687,159
58.932809315231395,27.60785681095156,160
55.743925540921296,24.323925263290867,161
55.692453101789845,22.37642861412713,162
54.04437692558852,25.701132716396756,163
57.03538977198277,26.831258503843515,164
56.19894920708048,22.88180174276574,165
58.01838820371506,21.229362168386984,166
54.17929941038252,24.820720191282234,167
55.36412068320411,27.51065473436971,168
55.94148881612154,23.758226256578432,169
57.80748246198626,26.467406471947406,170
55.95249229138695,22.95467425937127,171
58.552692783438864,26.545904694161624,172
59.610180871413036,25.995956145088115,173
54.86031827983366,24.682838585830144,174
53.804880240164074,24.384952949653442,175
59.46921969260225,22.555559639944132,176
56.84764087426663,21.27469689351434,177
56.21559555306449,25.0311862141683,178
59.11736163336367,27.782433517497385,179
54.447581414370106,22.767691793963067,180
56.02696602950595,22.01430325635369,181
54.068045914171705,23.378054364489866,182
58.414044944266614,24.85471016294396,183
54.006892161276205,22.884193303002657,184
57.63205672825063,23.51529401282646,185
59.016269174658774,27.398019646020156,186
59.070304918381495,27.47106522799576,187
54.971164620722035,20.60802529298201,188
59.54832444391764,23.111053960442593,189
56.3883029158412,21.719246256155742,190
56.49841719160878,24.794930332301597,191
56.544945126626516,25.98548283409383,192
54.431616238828276,27.324816550009626,193
57.585042979892364,27.492261990658555,194
56.68902545900919,25.267076940866186,195
56.22054191825927,24.13075833488956,196
59.15303593025779,23.66101374736319,197
55.26915479781039,20.914730456280516,198
54.19728830404889,24.635764031860848,199
55.77977420279608,24.960985780835603,200
58.3043039412771,25.763046396695177,201
54.829362991927496,21.834595733912494,202
59.62969695796321,21.727008189332796,203
55.846710864232705,25.002888018740226,204
57.233029027222564,27.723448788126287,205
58.27056469143496,21.65849977779677,206
57.913139806673215,21.917890271976646,207
58.14041144753218,23.5939043684372,208
57.60946802400675,24.80917283266394,209
54.15454476689458,24.09556332190909,210
54.67837065295172,21.396100884457603,211
54.018667642196974,24.245403046671196,212
55.4460093930815,26.438468870458305,213
58.72348961839392,21.026140558040332,214
56.771139803336766,24.56484159553688,215
56.971077548168125,21.360153055283188,216
54.48773504132117,26.784952690553794,217
